ground_truth_id,evaluation_split
GT004057,evaluation
GT004058,calibration
GT004059,evaluation
GT004060,evaluation
GT004061,calibration
GT004062,calibration
GT004063,calibration
GT004064,calibration
GT004065,evaluation
GT004066,evaluation
GT004067,evaluation
GT004068,calibration
GT004069,calibration
GT004070,calibration
GT004071,calibration
GT004072,calibration
GT004073,evaluation
GT004074,evaluation
GT004075,calibration
GT004076,calibration
GT004077,evaluation
GT004078,calibration
GT004079,calibration
GT004080,calibration
GT004081,calibration
GT004082,calibration
GT004083,calibration
GT004084,calibration
GT004085,calibration
GT004086,calibration
GT004087,calibration
GT004088,evaluation
GT004089,calibration
GT004090,calibration
GT004091,calibration
GT004092,calibration
GT004093,calibration
GT004094,calibration
GT004095,evaluation
GT004096,calibration
GT004097,calibration
GT004098,calibration
GT004099,calibration
GT004100,calibration
GT004101,evaluation
GT004102,evaluation
GT004103,calibration
GT004104,calibration
GT004105,evaluation
GT004106,evaluation
GT004107,calibration
GT004108,calibration
GT004109,evaluation
GT004110,calibration
GT004111,calibration
GT004112,calibration
GT004113,evaluation
GT004114,evaluation
GT004115,evaluation
GT004116,evaluation
GT004117,calibration
GT004118,calibration
GT004119,calibration
GT004120,evaluation
GT004121,evaluation
GT004122,calibration
GT004123,calibration
GT004124,calibration
GT004125,calibration
GT004126,calibration
GT004127,calibration
GT004128,evaluation
GT004129,evaluation
GT004130,calibration
GT004131,calibration
GT004132,calibration
GT004133,calibration
GT004134,evaluation
GT004135,calibration
GT004136,evaluation
GT004137,evaluation
GT004138,calibration
GT004139,calibration
GT004140,evaluation
GT004141,calibration
GT004142,calibration
GT004143,evaluation
GT004144,evaluation
GT004145,evaluation
GT004146,calibration
GT004147,evaluation
GT004148,calibration
GT004149,evaluation
GT004150,calibration
GT004151,evaluation
GT004152,evaluation
GT004153,calibration
GT004154,calibration
GT004155,calibration
GT004156,calibration
GT004157,evaluation
GT004158,calibration
GT004159,calibration
GT004160,calibration
GT004161,evaluation
GT004162,calibration
GT004163,calibration
GT004164,calibration
GT004165,evaluation
GT004166,calibration
GT004167,calibration
GT004168,calibration
GT004169,evaluation
GT004170,calibration
GT004171,evaluation
GT004172,evaluation
GT004173,evaluation
GT004174,evaluation
GT004175,calibration
GT004176,calibration
GT004177,calibration
GT004178,calibration
GT004179,calibration
GT004180,calibration
GT004181,calibration
GT004182,evaluation
GT004183,evaluation
GT004184,calibration
GT004185,evaluation
GT004186,calibration
GT004187,calibration
GT004188,evaluation
GT004189,calibration
GT004190,evaluation
GT004191,evaluation
GT004192,calibration
GT004193,calibration
GT004194,calibration
GT004195,evaluation
GT004196,calibration
GT004197,evaluation
GT004198,calibration
GT004199,calibration
GT004200,calibration
GT004201,calibration
GT004202,calibration
GT004203,calibration
GT004204,calibration
GT004205,evaluation
GT004206,calibration
GT004207,calibration
GT004208,calibration
GT004209,calibration
GT004210,evaluation
GT004211,calibration
GT004212,calibration
GT004213,calibration
GT004214,calibration
GT004215,calibration
GT004216,evaluation
GT004217,calibration
GT004218,calibration
GT004219,calibration
GT004220,calibration
GT004221,calibration
GT004222,calibration
GT004223,calibration
GT004224,calibration
GT004225,evaluation
GT004226,calibration
GT004227,calibration
GT004228,evaluation
GT004229,calibration
GT004230,evaluation
GT004231,evaluation
GT004232,calibration
GT004233,calibration
GT004234,calibration
GT004235,evaluation
GT004236,calibration
GT004237,calibration
GT004238,evaluation
GT004239,calibration
GT004240,calibration
GT004241,evaluation
GT004242,calibration
GT004243,calibration
GT004244,calibration
GT004245,calibration
GT004247,calibration
GT004248,calibration
GT004249,evaluation
GT004250,calibration
GT004251,calibration
GT004252,calibration
GT004253,evaluation
GT004254,evaluation
GT004255,calibration
GT004256,evaluation
GT004257,calibration
GT004258,calibration
GT004259,calibration
GT004260,evaluation
GT004261,calibration
GT004262,calibration
GT004263,calibration
GT004264,calibration
GT004265,calibration
GT004266,evaluation
GT004267,calibration
GT004268,calibration
GT004269,calibration
GT004270,calibration
GT004271,calibration
GT004272,evaluation
GT004273,calibration
GT004274,evaluation
GT004275,calibration
GT004276,calibration
GT004277,evaluation
GT004278,calibration
GT004279,evaluation
GT004280,calibration
GT004281,calibration
GT004282,calibration
GT004283,calibration
GT004284,calibration
GT004285,calibration
GT004286,calibration
GT004287,calibration
GT004288,evaluation
GT004289,calibration
GT004290,calibration
GT004291,calibration
GT004292,calibration
GT004293,calibration
GT004294,evaluation
GT004295,calibration
GT004296,calibration
GT004297,calibration
GT004298,calibration
GT004299,calibration
GT004300,evaluation
GT004301,calibration
GT004302,evaluation
GT004303,calibration
GT004304,calibration
GT004305,evaluation
GT004306,evaluation
GT004307,calibration
GT004308,calibration
GT004309,calibration
GT004310,evaluation
GT004311,calibration
GT004312,calibration
GT004313,calibration
GT004314,calibration
GT004315,calibration
GT004316,calibration
GT004317,calibration
GT004318,evaluation
GT004319,calibration
GT004320,evaluation
GT004321,calibration
GT004322,calibration
GT004323,calibration
GT004324,calibration
GT004325,calibration
GT004326,evaluation
GT004327,calibration
GT004328,evaluation
GT004329,calibration
GT004330,calibration
GT004331,calibration
GT004332,calibration
GT004333,calibration
GT004334,calibration
GT004335,evaluation
GT004336,calibration
GT004337,calibration
GT004338,calibration
GT004339,calibration
GT004340,calibration
GT004341,calibration
GT004342,calibration
GT004343,calibration
GT004344,evaluation
GT004345,calibration
GT004346,calibration
GT004347,evaluation
GT004348,evaluation
GT004349,calibration
GT004350,evaluation
GT004351,evaluation
GT004352,evaluation
GT004353,calibration
GT004354,calibration
GT004355,calibration
GT004356,calibration
GT004357,calibration
GT004358,calibration
GT004359,calibration
GT004360,evaluation
GT004361,calibration
GT004362,evaluation
GT004363,calibration
GT004364,calibration
GT004365,calibration
GT004366,calibration
GT004367,calibration
GT004368,evaluation
GT004369,calibration
GT004370,calibration
GT004371,evaluation
GT004372,calibration
GT004373,calibration
GT004374,calibration
GT004375,calibration
GT004376,calibration
GT004377,calibration
GT004378,calibration
GT004379,calibration
GT004380,calibration
GT004381,evaluation
GT004382,evaluation
GT004383,calibration
GT004384,calibration
GT004385,calibration
GT004386,calibration
GT004387,calibration
GT004388,evaluation
GT004389,evaluation
GT004390,evaluation
GT004391,evaluation
GT004392,evaluation
GT004393,calibration
GT004394,calibration
GT004395,evaluation
GT004396,calibration
GT004397,evaluation
GT004398,evaluation
GT004399,calibration
GT004400,calibration
GT004401,evaluation
GT004402,calibration
GT004403,evaluation
GT004404,calibration
GT004405,evaluation
GT004406,evaluation
GT004407,evaluation
GT004408,evaluation
GT004409,calibration
GT004410,calibration
GT004411,calibration
GT004412,calibration
GT004413,evaluation
GT004414,calibration
GT004415,evaluation
GT004416,evaluation
GT004417,calibration
GT004418,calibration
GT004419,calibration
GT004420,calibration
GT004421,calibration
GT004422,calibration
GT004423,evaluation
GT004424,calibration
GT004425,evaluation
GT004426,evaluation
GT004427,evaluation
GT004428,calibration
GT004429,calibration
GT004430,evaluation
GT004431,evaluation
GT004432,calibration
GT004433,evaluation
GT004434,calibration
GT004435,calibration
GT004436,calibration
GT004437,evaluation
GT004438,calibration
GT004439,evaluation
GT004440,calibration
GT004441,calibration
GT004442,evaluation
GT004443,evaluation
GT004444,evaluation
GT004445,calibration
GT004446,calibration
GT004447,calibration
GT004448,calibration
GT004449,calibration
GT004450,calibration
GT004451,calibration
GT004452,evaluation
GT004453,evaluation
GT004454,calibration
GT004455,calibration
GT004456,calibration
GT004457,evaluation
GT004458,calibration
GT004459,evaluation
GT004460,calibration
GT004461,calibration
GT004462,evaluation
GT004463,calibration
GT004464,calibration
GT004465,calibration
GT004466,calibration
GT004467,calibration
GT004468,evaluation
GT004469,calibration
GT004470,calibration
GT004471,evaluation
GT004472,calibration
GT004473,evaluation
GT004474,calibration
GT004475,calibration
GT004476,calibration
GT004477,evaluation
GT004478,evaluation
GT004479,calibration
GT004480,calibration
GT004481,evaluation
GT004482,calibration
GT004483,calibration
GT004484,evaluation
GT004485,calibration
GT004486,anonymous_only
GT004487,calibration
GT004488,calibration
GT004489,calibration
GT004490,evaluation
GT004491,calibration
GT004492,calibration
GT004493,calibration
GT004494,calibration
GT004495,evaluation
GT004496,calibration
GT004497,calibration
GT004498,evaluation
GT004499,calibration
GT004500,calibration
GT004501,calibration
GT004502,calibration
GT004503,calibration
GT004504,calibration
GT004505,evaluation
GT004506,evaluation
GT004507,evaluation
GT004508,evaluation
GT004509,calibration
GT004510,calibration
GT004511,calibration
GT004512,calibration
GT004513,calibration
GT004514,calibration
GT004515,evaluation
GT004516,calibration
GT004517,evaluation
GT004518,calibration
GT004519,evaluation
GT004520,calibration
GT004521,calibration
GT004522,evaluation
GT004523,calibration
GT004524,calibration
GT004525,calibration
GT004526,evaluation
GT004527,calibration
GT004528,evaluation
GT004529,calibration
GT004530,calibration
GT004531,calibration
GT004532,evaluation
GT004533,evaluation
GT004534,evaluation
GT004535,calibration
GT004536,evaluation
GT004537,calibration
GT004538,calibration
GT004539,calibration
GT004540,calibration
GT004541,calibration
GT004543,calibration
GT004544,evaluation
GT004545,calibration
GT004546,calibration
GT004547,calibration
GT004548,calibration
GT004549,calibration
GT004550,calibration
GT004551,calibration
GT004552,evaluation
GT004553,calibration
GT004554,calibration
GT004555,evaluation
GT004556,evaluation
GT004557,evaluation
GT004558,evaluation
GT004559,calibration
GT004560,calibration
GT004561,calibration
GT004562,evaluation
GT004563,evaluation
GT004564,evaluation
GT004565,calibration
GT004566,evaluation
GT004567,calibration
GT004568,evaluation
GT004569,calibration
GT004570,evaluation
GT004571,calibration
GT004572,calibration
GT004573,calibration
GT004574,evaluation
GT004575,calibration
GT004576,calibration
GT004577,evaluation
GT004578,evaluation
GT004579,calibration
GT004580,evaluation
GT004581,calibration
GT004582,calibration
GT004583,calibration
GT004584,evaluation
GT004585,evaluation
GT004586,calibration
GT004587,calibration
GT004588,evaluation
GT004589,calibration
GT004590,evaluation
GT004591,evaluation
GT004592,calibration
GT004593,calibration
GT004594,calibration
GT004595,calibration
GT004596,evaluation
GT004597,calibration
GT004598,evaluation
GT004599,calibration
GT004600,evaluation
GT004601,evaluation
GT004602,evaluation
GT004603,calibration
GT004604,calibration
GT004605,calibration
GT004606,calibration
GT004607,calibration
GT004608,calibration
GT004609,calibration
GT004610,evaluation
GT004611,evaluation
GT004612,evaluation
GT004613,calibration
GT004614,calibration
GT004615,evaluation
GT004616,evaluation
GT004617,calibration
GT004618,evaluation
GT004619,calibration
GT004620,evaluation
GT004621,evaluation
GT004622,evaluation
GT004623,evaluation
GT004624,evaluation
GT004625,calibration
GT004626,calibration
GT004627,evaluation
GT004628,calibration
GT004629,evaluation
GT004630,calibration
GT004631,evaluation
GT004632,calibration
GT004633,calibration
GT004634,calibration
GT004635,evaluation
GT004636,evaluation
GT004637,calibration
GT004638,calibration
GT004639,evaluation
GT004640,calibration
GT004641,evaluation
GT004642,calibration
GT004643,calibration
GT004644,calibration
GT004645,calibration
GT004646,calibration
GT004647,calibration
GT004648,calibration
GT004649,evaluation
GT004650,calibration
GT004651,calibration
GT004652,evaluation
GT004653,calibration
GT004654,calibration
GT004655,calibration
GT004656,calibration
GT004657,calibration
GT004658,calibration
GT004659,evaluation
GT004660,evaluation
GT004661,calibration
GT004662,evaluation
GT004663,calibration
GT004664,calibration
GT004665,evaluation
GT004666,evaluation
GT004667,calibration
GT004668,calibration
GT004669,evaluation
GT004670,calibration
GT004671,calibration
GT004672,calibration
GT004673,calibration
GT004674,evaluation
GT004675,evaluation
GT004676,calibration
GT004677,evaluation
GT004678,calibration
GT004679,evaluation
GT004680,calibration
GT004681,calibration
GT004682,calibration
GT004683,calibration
GT004684,calibration
GT004685,calibration
GT004686,evaluation
GT004687,calibration
GT004688,calibration
GT004689,calibration
GT004690,evaluation
GT004691,calibration
GT004692,evaluation
GT004693,evaluation
GT004694,evaluation
GT004695,calibration
GT004696,calibration
GT004697,calibration
GT004698,evaluation
GT004699,calibration
GT004700,evaluation
GT004701,evaluation
GT004702,calibration
GT004703,calibration
GT004704,calibration
GT004705,calibration
GT004706,calibration
GT004707,evaluation
GT004708,calibration
GT004709,evaluation
GT004710,evaluation
GT004711,calibration
GT004712,calibration
GT004713,evaluation
GT004714,calibration
GT004715,calibration
GT004716,evaluation
GT004717,calibration
GT004718,calibration
GT004719,calibration
GT004720,calibration
GT004721,calibration
GT004722,calibration
GT004723,calibration
GT004724,calibration
GT004725,evaluation
GT004726,evaluation
GT004727,evaluation
GT004728,evaluation
GT004729,evaluation
GT004730,calibration
