staging_record_id,source_system,source_record_id,ground_truth_id,evaluation_split
STG005607,CRM,CRM005607,GT007712,calibration
STG005608,CRM,CRM005608,GT004833,calibration
STG005609,CRM,CRM005609,GT000319,calibration
STG005610,CRM,CRM005610,GT001078,calibration
STG005611,CRM,CRM005611,GT003634,calibration
STG005612,CRM,CRM005612,GT005447,calibration
STG005613,CRM,CRM005613,GT004826,calibration
STG005614,CRM,CRM005614,GT009253,evaluation
STG005615,CRM,CRM005615,GT002927,calibration
STG005616,CRM,CRM005616,GT004778,evaluation
STG005617,CRM,CRM005617,GT008759,evaluation
STG005618,CRM,CRM005618,GT009650,calibration
STG005619,CRM,CRM005619,GT005775,calibration
STG005620,CRM,CRM005620,GT007649,calibration
STG005621,CRM,CRM005621,GT001453,calibration
STG005622,CRM,CRM005622,GT007362,evaluation
STG005623,CRM,CRM005623,GT002708,calibration
STG005624,CRM,CRM005624,GT006139,calibration
STG005625,CRM,CRM005625,GT006735,evaluation
STG005626,CRM,CRM005626,GT005501,calibration
STG005627,CRM,CRM005627,GT007366,calibration
STG005628,CRM,CRM005628,GT003982,calibration
STG005629,CRM,CRM005629,GT000549,calibration
STG005630,CRM,CRM005630,GT000339,evaluation
STG005631,CRM,CRM005631,GT000456,calibration
STG005632,CRM,CRM005632,GT002510,evaluation
STG005633,CRM,CRM005633,GT009888,calibration
STG005634,CRM,CRM005634,GT001301,calibration
STG005635,CRM,CRM005635,GT007392,calibration
STG005636,CRM,CRM005636,GT002744,evaluation
STG005637,CRM,CRM005637,GT002026,evaluation
STG005638,CRM,CRM005638,GT002520,evaluation
STG005639,CRM,CRM005639,GT000256,calibration
STG005640,CRM,CRM005640,GT000736,calibration
STG005641,CRM,CRM005641,GT001839,evaluation
STG005642,CRM,CRM005642,GT002332,calibration
STG005643,CRM,CRM005643,GT006815,calibration
STG005644,CRM,CRM005644,GT004123,calibration
STG005645,CRM,CRM005645,GT003672,calibration
STG005646,CRM,CRM005646,GT007267,calibration
STG005647,CRM,CRM005647,GT002530,evaluation
STG005648,CRM,CRM005648,GT009167,evaluation
STG005649,CRM,CRM005649,GT002974,calibration
STG005650,CRM,CRM005650,GT006887,calibration
STG005651,CRM,CRM005651,GT008596,calibration
STG005652,CRM,CRM005652,GT005042,calibration
STG005653,CRM,CRM005653,GT005488,calibration
STG005654,CRM,CRM005654,GT007536,evaluation
STG005655,CRM,CRM005655,GT008964,calibration
STG005656,CRM,CRM005656,GT000964,calibration
STG005657,CRM,CRM005657,GT004779,calibration
STG005658,CRM,CRM005658,GT006599,evaluation
STG005659,CRM,CRM005659,GT009440,evaluation
STG005660,CRM,CRM005660,GT006642,calibration
STG005661,CRM,CRM005661,GT002887,calibration
STG005662,CRM,CRM005662,GT007015,evaluation
STG005663,CRM,CRM005663,GT007523,calibration
STG005664,CRM,CRM005664,GT004570,evaluation
STG005665,CRM,CRM005665,GT004617,calibration
STG005666,CRM,CRM005666,GT001554,calibration
STG005667,CRM,CRM005667,GT003821,calibration
STG005668,CRM,CRM005668,GT005799,evaluation
STG005669,CRM,CRM005669,GT004771,calibration
STG005670,CRM,CRM005670,GT004147,evaluation
STG005671,CRM,CRM005671,GT005129,calibration
STG005672,CRM,CRM005672,GT005416,calibration
STG005673,CRM,CRM005673,GT000032,calibration
STG005674,CRM,CRM005674,GT006320,evaluation
STG005675,CRM,CRM005675,GT002344,calibration
STG005676,CRM,CRM005676,GT009706,calibration
STG005677,CRM,CRM005677,GT007958,calibration
STG005678,CRM,CRM005678,GT007472,calibration
STG005679,CRM,CRM005679,GT002616,calibration
STG005680,CRM,CRM005680,GT006581,calibration
STG005681,CRM,CRM005681,GT002664,calibration
STG005682,CRM,CRM005682,GT008981,evaluation
STG005683,CRM,CRM005683,GT002391,evaluation
STG005684,CRM,CRM005684,GT008553,calibration
STG005685,CRM,CRM005685,GT004510,calibration
STG005686,CRM,CRM005686,GT002115,evaluation
STG005687,CRM,CRM005687,GT005196,calibration
STG005688,CRM,CRM005688,GT001641,calibration
STG005689,CRM,CRM005689,GT000868,evaluation
STG005690,CRM,CRM005690,GT006946,evaluation
STG005691,CRM,CRM005691,GT004417,calibration
STG005692,CRM,CRM005692,GT008090,evaluation
STG005693,CRM,CRM005693,GT009838,evaluation
STG005694,CRM,CRM005694,GT009073,calibration
STG005695,CRM,CRM005695,GT004703,calibration
STG005696,CRM,CRM005696,GT002693,calibration
STG005697,CRM,CRM005697,GT005244,evaluation
STG005698,CRM,CRM005698,GT001314,calibration
STG005699,CRM,CRM005699,GT000922,calibration
STG005700,CRM,CRM005700,GT000135,calibration
STG005701,CRM,CRM005701,GT006658,evaluation
STG005702,CRM,CRM005702,GT003129,evaluation
STG005703,CRM,CRM005703,GT003610,calibration
STG005704,CRM,CRM005704,GT005092,calibration
STG005705,CRM,CRM005705,GT008353,evaluation
STG005706,CRM,CRM005706,GT003300,calibration
STG005707,CRM,CRM005707,GT001580,calibration
STG005708,CRM,CRM005708,GT008726,calibration
STG005709,CRM,CRM005709,GT009758,calibration
STG005710,CRM,CRM005710,GT000985,calibration
STG005711,CRM,CRM005711,GT004334,calibration
STG005712,CRM,CRM005712,GT005048,evaluation
STG005713,CRM,CRM005713,GT009516,calibration
STG005714,CRM,CRM005714,GT004047,calibration
STG005715,CRM,CRM005715,GT001176,calibration
STG005716,CRM,CRM005716,GT008432,calibration
STG005717,CRM,CRM005717,GT000727,calibration
STG005718,CRM,CRM005718,GT005815,calibration
STG005719,CRM,CRM005719,GT001821,calibration
STG005720,CRM,CRM005720,GT007341,calibration
STG005721,CRM,CRM005721,GT000762,calibration
STG005722,CRM,CRM005722,GT004242,calibration
STG005723,CRM,CRM005723,GT009054,evaluation
STG005724,CRM,CRM005724,GT008959,calibration
STG005725,CRM,CRM005725,GT009750,calibration
STG005726,CRM,CRM005726,GT008084,calibration
STG005727,CRM,CRM005727,GT006477,calibration
STG005728,CRM,CRM005728,GT006037,calibration
STG005729,CRM,CRM005729,GT000282,evaluation
STG005730,CRM,CRM005730,GT003560,calibration
STG005731,CRM,CRM005731,GT007524,calibration
STG005732,CRM,CRM005732,GT000031,calibration
STG005733,CRM,CRM005733,GT007892,calibration
STG005734,CRM,CRM005734,GT001233,evaluation
STG005735,CRM,CRM005735,GT001120,calibration
STG005736,CRM,CRM005736,GT003324,evaluation
STG005737,CRM,CRM005737,GT006766,evaluation
STG005738,CRM,CRM005738,GT007143,calibration
STG005739,CRM,CRM005739,GT009059,calibration
STG005740,CRM,CRM005740,GT002491,evaluation
STG005741,CRM,CRM005741,GT003901,evaluation
STG005742,CRM,CRM005742,GT006025,calibration
STG005743,CRM,CRM005743,GT009891,calibration
STG005744,CRM,CRM005744,GT009348,evaluation
STG005745,CRM,CRM005745,GT008008,calibration
STG005746,CRM,CRM005746,GT007691,calibration
STG005747,CRM,CRM005747,GT001264,calibration
STG005748,CRM,CRM005748,GT008206,calibration
STG005749,CRM,CRM005749,GT002309,calibration
STG005750,CRM,CRM005750,GT002084,calibration
STG005751,CRM,CRM005751,GT009944,calibration
STG005752,CRM,CRM005752,GT000452,evaluation
STG005753,CRM,CRM005753,GT005131,calibration
STG005754,CRM,CRM005754,GT000503,calibration
STG005755,CRM,CRM005755,GT001699,calibration
STG005756,CRM,CRM005756,GT005812,calibration
STG005757,CRM,CRM005757,GT006271,calibration
STG005758,CRM,CRM005758,GT003218,calibration
STG005759,CRM,CRM005759,GT000683,calibration
STG005760,CRM,CRM005760,GT000443,calibration
STG005761,CRM,CRM005761,GT004735,calibration
STG005762,CRM,CRM005762,GT006519,calibration
STG005763,CRM,CRM005763,GT001501,calibration
STG005764,CRM,CRM005764,GT005960,evaluation
STG005765,CRM,CRM005765,GT000152,calibration
STG005766,CRM,CRM005766,GT008251,calibration
STG005767,CRM,CRM005767,GT000225,calibration
STG005768,CRM,CRM005768,GT007417,calibration
STG005769,CRM,CRM005769,GT002517,evaluation
STG005770,CRM,CRM005770,GT006498,evaluation
STG005771,CRM,CRM005771,GT004041,evaluation
STG005772,CRM,CRM005772,GT007511,calibration
STG005773,CRM,CRM005773,GT007309,calibration
STG005774,CRM,CRM005774,GT000977,evaluation
STG005775,CRM,CRM005775,GT006401,calibration
STG005776,CRM,CRM005776,GT003284,calibration
STG005777,CRM,CRM005777,GT008015,calibration
STG005778,CRM,CRM005778,GT008171,evaluation
STG005779,CRM,CRM005779,GT007933,calibration
STG005780,CRM,CRM005780,GT000835,evaluation
STG005781,CRM,CRM005781,GT004150,calibration
STG005782,CRM,CRM005782,GT000251,calibration
STG005783,CRM,CRM005783,GT009458,evaluation
STG005784,CRM,CRM005784,GT008716,evaluation
STG005785,CRM,CRM005785,GT001449,calibration
STG005786,CRM,CRM005786,GT000788,calibration
STG005787,CRM,CRM005787,GT005118,calibration
STG005788,CRM,CRM005788,GT007888,calibration
STG005789,CRM,CRM005789,GT007841,calibration
STG005790,CRM,CRM005790,GT009282,evaluation
STG005791,CRM,CRM005791,GT000237,calibration
STG005792,CRM,CRM005792,GT003836,calibration
STG005793,CRM,CRM005793,GT003478,calibration
STG005794,CRM,CRM005794,GT004353,calibration
STG005795,CRM,CRM005795,GT006126,calibration
STG005796,CRM,CRM005796,GT008024,calibration
STG005797,CRM,CRM005797,GT002909,evaluation
STG005798,CRM,CRM005798,GT007854,evaluation
STG005799,CRM,CRM005799,GT006953,calibration
STG005800,CRM,CRM005800,GT002402,evaluation
STG005801,CRM,CRM005801,GT002820,evaluation
STG005802,CRM,CRM005802,GT000218,calibration
STG005803,CRM,CRM005803,GT006386,evaluation
STG005804,CRM,CRM005804,GT001252,evaluation
STG005805,CRM,CRM005805,GT008512,calibration
STG005806,CRM,CRM005806,GT006080,calibration
STG005807,CRM,CRM005807,GT006893,evaluation
STG005808,CRM,CRM005808,GT006301,evaluation
STG005809,CRM,CRM005809,GT001439,evaluation
STG005810,CRM,CRM005810,GT002831,calibration
STG005811,CRM,CRM005811,GT004975,calibration
STG005812,CRM,CRM005812,GT007748,evaluation
STG005813,CRM,CRM005813,GT008613,calibration
STG005814,CRM,CRM005814,GT008961,calibration
STG005815,CRM,CRM005815,GT009358,evaluation
STG005816,CRM,CRM005816,GT007515,calibration
STG005817,CRM,CRM005817,GT007685,calibration
STG005818,CRM,CRM005818,GT003230,evaluation
STG005819,CRM,CRM005819,GT001183,evaluation
STG005820,CRM,CRM005820,GT000905,calibration
STG005821,CRM,CRM005821,GT003586,evaluation
STG005822,CRM,CRM005822,GT005438,evaluation
STG005823,CRM,CRM005823,GT007887,calibration
STG005824,CRM,CRM005824,GT009976,calibration
STG005825,CRM,CRM005825,GT008878,calibration
STG005826,CRM,CRM005826,GT002829,calibration
STG005827,CRM,CRM005827,GT002104,calibration
STG005828,CRM,CRM005828,GT004652,evaluation
STG005829,CRM,CRM005829,GT005259,calibration
STG005830,CRM,CRM005830,GT001497,calibration
STG005831,CRM,CRM005831,GT007842,evaluation
STG005832,CRM,CRM005832,GT002789,evaluation
STG005833,CRM,CRM005833,GT002230,calibration
STG005834,CRM,CRM005834,GT007285,evaluation
STG005835,CRM,CRM005835,GT002122,calibration
STG005836,CRM,CRM005836,GT008114,calibration
STG005837,CRM,CRM005837,GT002944,evaluation
STG005838,CRM,CRM005838,GT007609,calibration
STG005839,CRM,CRM005839,GT009318,calibration
STG005840,CRM,CRM005840,GT006501,calibration
STG005841,CRM,CRM005841,GT001187,calibration
STG005842,CRM,CRM005842,GT007741,calibration
STG005843,CRM,CRM005843,GT006487,calibration
STG005844,CRM,CRM005844,GT000101,calibration
STG005845,CRM,CRM005845,GT006915,evaluation
STG005846,CRM,CRM005846,GT006421,calibration
STG005847,CRM,CRM005847,GT006936,calibration
STG005848,CRM,CRM005848,GT004772,calibration
STG005849,CRM,CRM005849,GT007765,evaluation
STG005850,CRM,CRM005850,GT002135,calibration
STG005851,CRM,CRM005851,GT003353,calibration
STG005852,CRM,CRM005852,GT005049,calibration
STG005853,CRM,CRM005853,GT005091,calibration
STG005854,CRM,CRM005854,GT008440,calibration
STG005855,CRM,CRM005855,GT002608,evaluation
STG005856,CRM,CRM005856,GT006620,calibration
STG005857,CRM,CRM005857,GT000746,calibration
STG005858,CRM,CRM005858,GT006649,calibration
STG005859,CRM,CRM005859,GT000083,calibration
STG005860,CRM,CRM005860,GT005832,evaluation
STG005861,CRM,CRM005861,GT004002,calibration
STG005862,CRM,CRM005862,GT007236,calibration
STG005863,CRM,CRM005863,GT007269,calibration
STG005864,CRM,CRM005864,GT004515,evaluation
STG005865,CRM,CRM005865,GT003311,evaluation
STG005866,CRM,CRM005866,GT009473,calibration
STG005867,CRM,CRM005867,GT001068,evaluation
STG005868,CRM,CRM005868,GT004566,evaluation
STG005869,CRM,CRM005869,GT007614,evaluation
STG005870,CRM,CRM005870,GT000646,calibration
STG005871,CRM,CRM005871,GT007863,calibration
STG005872,CRM,CRM005872,GT000634,calibration
STG005873,CRM,CRM005873,GT009240,calibration
STG005874,CRM,CRM005874,GT008609,calibration
STG005875,CRM,CRM005875,GT007325,calibration
STG005876,CRM,CRM005876,GT008575,evaluation
STG005877,CRM,CRM005877,GT007844,calibration
STG005878,CRM,CRM005878,GT002970,calibration
STG005879,CRM,CRM005879,GT005426,calibration
STG005880,CRM,CRM005880,GT008491,evaluation
STG005881,CRM,CRM005881,GT006308,evaluation
STG005882,CRM,CRM005882,GT002961,calibration
STG005883,CRM,CRM005883,GT008271,calibration
STG005884,CRM,CRM005884,GT008857,calibration
STG005885,CRM,CRM005885,GT002432,calibration
STG005886,CRM,CRM005886,GT009950,evaluation
STG005887,CRM,CRM005887,GT000984,evaluation
STG005888,CRM,CRM005888,GT008741,calibration
STG005889,CRM,CRM005889,GT001444,evaluation
STG005890,CRM,CRM005890,GT000395,calibration
STG005891,CRM,CRM005891,GT008172,calibration
STG005892,CRM,CRM005892,GT007935,calibration
STG005893,CRM,CRM005893,GT001285,calibration
STG005894,CRM,CRM005894,GT008983,calibration
STG005895,CRM,CRM005895,GT009445,evaluation
STG005896,CRM,CRM005896,GT003614,calibration
STG005897,CRM,CRM005897,GT008120,calibration
STG005898,CRM,CRM005898,GT001119,calibration
STG005899,CRM,CRM005899,GT003877,evaluation
STG005900,CRM,CRM005900,GT005399,evaluation
STG005901,CRM,CRM005901,GT005651,calibration
STG005902,CRM,CRM005902,GT004792,calibration
STG005903,CRM,CRM005903,GT000259,calibration
STG005904,CRM,CRM005904,GT008346,calibration
STG005905,CRM,CRM005905,GT002862,evaluation
STG005906,CRM,CRM005906,GT008025,evaluation
STG005907,CRM,CRM005907,GT002304,calibration
STG005908,CRM,CRM005908,GT007293,evaluation
STG005909,CRM,CRM005909,GT005443,evaluation
STG005910,CRM,CRM005910,GT009474,calibration
STG005911,CRM,CRM005911,GT008839,calibration
STG005912,CRM,CRM005912,GT000322,calibration
STG005913,CRM,CRM005913,GT003521,calibration
STG005914,CRM,CRM005914,GT001134,calibration
STG005915,CRM,CRM005915,GT003388,evaluation
STG005916,CRM,CRM005916,GT003541,calibration
STG005917,CRM,CRM005917,GT000461,evaluation
STG005918,CRM,CRM005918,GT006204,evaluation
STG005919,CRM,CRM005919,GT005613,evaluation
STG005920,CRM,CRM005920,GT003499,calibration
STG005921,CRM,CRM005921,GT005122,calibration
STG005922,CRM,CRM005922,GT002741,calibration
STG005923,CRM,CRM005923,GT002534,evaluation
STG005924,CRM,CRM005924,GT004948,calibration
STG005925,CRM,CRM005925,GT002705,calibration
STG005926,CRM,CRM005926,GT006328,evaluation
STG005927,CRM,CRM005927,GT007226,evaluation
STG005928,CRM,CRM005928,GT003954,calibration
STG005929,CRM,CRM005929,GT001692,evaluation
STG005930,CRM,CRM005930,GT006886,calibration
STG005931,CRM,CRM005931,GT002130,evaluation
STG005932,CRM,CRM005932,GT000066,calibration
STG005933,CRM,CRM005933,GT001017,calibration
STG005934,CRM,CRM005934,GT004988,calibration
STG005935,CRM,CRM005935,GT001304,calibration
STG005936,CRM,CRM005936,GT002066,calibration
STG005937,CRM,CRM005937,GT007177,calibration
STG005938,CRM,CRM005938,GT001642,calibration
STG005939,CRM,CRM005939,GT009026,evaluation
STG005940,CRM,CRM005940,GT007379,calibration
STG005941,CRM,CRM005941,GT005598,calibration
STG005942,CRM,CRM005942,GT003021,evaluation
STG005943,CRM,CRM005943,GT007426,calibration
STG005944,CRM,CRM005944,GT004360,evaluation
STG005945,CRM,CRM005945,GT003104,calibration
STG005946,CRM,CRM005946,GT002404,evaluation
STG005947,CRM,CRM005947,GT003878,calibration
STG005948,CRM,CRM005948,GT003581,calibration
STG005949,CRM,CRM005949,GT000639,evaluation
STG005950,CRM,CRM005950,GT001959,evaluation
STG005951,CRM,CRM005951,GT003622,calibration
STG005952,CRM,CRM005952,GT008711,evaluation
STG005953,CRM,CRM005953,GT003696,calibration
STG005954,CRM,CRM005954,GT002703,calibration
STG005955,CRM,CRM005955,GT008402,calibration
STG005956,CRM,CRM005956,GT001488,calibration
STG005957,CRM,CRM005957,GT006243,evaluation
STG005958,CRM,CRM005958,GT008209,calibration
STG005959,CRM,CRM005959,GT004444,evaluation
STG005960,CRM,CRM005960,GT001984,calibration
STG005961,CRM,CRM005961,GT007752,calibration
STG005962,CRM,CRM005962,GT005530,evaluation
STG005963,CRM,CRM005963,GT004843,calibration
STG005964,CRM,CRM005964,GT008571,calibration
STG005965,CRM,CRM005965,GT003188,evaluation
STG005966,CRM,CRM005966,GT002888,evaluation
STG005967,CRM,CRM005967,GT007937,calibration
STG005968,CRM,CRM005968,GT004731,evaluation
STG005969,CRM,CRM005969,GT000179,calibration
STG005970,CRM,CRM005970,GT009567,calibration
STG005971,CRM,CRM005971,GT009600,evaluation
STG005972,CRM,CRM005972,GT006806,calibration
STG005973,CRM,CRM005973,GT005144,calibration
STG005974,CRM,CRM005974,GT004688,calibration
STG005975,CRM,CRM005975,GT007028,evaluation
STG005976,CRM,CRM005976,GT003706,calibration
STG005977,CRM,CRM005977,GT002044,calibration
STG005978,CRM,CRM005978,GT004889,calibration
STG005979,CRM,CRM005979,GT000012,calibration
STG005980,CRM,CRM005980,GT004154,calibration
STG005981,CRM,CRM005981,GT005209,calibration
STG005982,CRM,CRM005982,GT000400,calibration
STG005983,CRM,CRM005983,GT002488,calibration
STG005984,CRM,CRM005984,GT001874,calibration
STG005985,CRM,CRM005985,GT005707,calibration
STG005986,CRM,CRM005986,GT000191,calibration
STG005987,CRM,CRM005987,GT008804,calibration
STG005988,CRM,CRM005988,GT003222,calibration
STG005989,CRM,CRM005989,GT003135,evaluation
STG005990,CRM,CRM005990,GT001377,calibration
STG005991,CRM,CRM005991,GT004079,calibration
STG005992,CRM,CRM005992,GT001823,calibration
STG005993,CRM,CRM005993,GT004733,calibration
STG005994,CRM,CRM005994,GT004234,calibration
STG005995,CRM,CRM005995,GT002821,calibration
STG005996,CRM,CRM005996,GT001790,calibration
STG005997,CRM,CRM005997,GT009582,calibration
STG005998,CRM,CRM005998,GT009899,calibration
STG005999,CRM,CRM005999,GT005854,calibration
STG006000,CRM,CRM006000,GT003679,evaluation
STG006001,CRM,CRM006001,GT006311,evaluation
STG006002,CRM,CRM006002,GT009326,calibration
STG006003,CRM,CRM006003,GT003087,calibration
STG006004,CRM,CRM006004,GT004505,evaluation
STG006005,CRM,CRM006005,GT008969,calibration
STG006006,CRM,CRM006006,GT006375,calibration
STG006007,CRM,CRM006007,GT005261,calibration
STG006008,CRM,CRM006008,GT006511,calibration
STG006009,CRM,CRM006009,GT000321,calibration
STG006010,CRM,CRM006010,GT005594,calibration
STG006011,CRM,CRM006011,GT003186,evaluation
STG006012,CRM,CRM006012,GT005356,calibration
STG006013,CRM,CRM006013,GT003151,calibration
STG006014,CRM,CRM006014,GT004431,evaluation
STG006015,CRM,CRM006015,GT009122,calibration
STG006016,CRM,CRM006016,GT007590,calibration
STG006017,CRM,CRM006017,GT000421,calibration
STG006018,CRM,CRM006018,GT006124,calibration
STG006019,CRM,CRM006019,GT005490,evaluation
STG006020,CRM,CRM006020,GT007770,calibration
STG006021,CRM,CRM006021,GT007555,calibration
STG006022,CRM,CRM006022,GT007922,calibration
STG006023,CRM,CRM006023,GT005028,evaluation
STG006024,CRM,CRM006024,GT009791,calibration
STG006025,CRM,CRM006025,GT003453,evaluation
STG006026,CRM,CRM006026,GT005907,evaluation
STG006027,CRM,CRM006027,GT009830,evaluation
STG006028,CRM,CRM006028,GT002737,evaluation
STG006029,CRM,CRM006029,GT009256,calibration
STG006030,CRM,CRM006030,GT000880,calibration
STG006031,CRM,CRM006031,GT003807,calibration
STG006032,CRM,CRM006032,GT005079,calibration
STG006033,CRM,CRM006033,GT008329,calibration
STG006034,CRM,CRM006034,GT007468,calibration
STG006035,CRM,CRM006035,GT008255,calibration
STG006036,CRM,CRM006036,GT007976,calibration
STG006037,CRM,CRM006037,GT005662,calibration
STG006038,CRM,CRM006038,GT009219,calibration
